Time of Record (Adjusted to Time Zone),,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
4/18/20 16:31,,Awful,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,,Inflow,Afternoon
4/18/20 16:35,,Amazing,i4: Exercise,I want to and have to,Evening,Inflow,Afternoon
4/18/20 16:45,,Amazing,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
4/18/20 16:45,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
4/18/20 16:46,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Evening,Bi-Directional,Afternoon
4/18/20 16:46,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
4/18/20 16:46,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
4/18/20 16:51,,Good,i3: Eating and drinking,I want to and have to,,Inflow,Afternoon
4/18/20 17:03,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Evening,Bi-Directional,Evening
4/18/20 17:03,,Amazing,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Evening
4/18/20 17:23,,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Evening
4/18/20 17:30,,Amazing,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Evening
4/18/20 17:30,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Evening
4/18/20 17:30,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Evening,Inflow,Evening
4/18/20 17:34,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Evening
4/18/20 17:45,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 17:46,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 17:46,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 18:00,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
4/18/20 18:04,,Ok,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Evening,Bi-Directional,Evening
4/18/20 18:05,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 18:05,,Awful,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Evening
4/18/20 18:14,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,,Inflow,Evening
4/18/20 18:31,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Evening
4/18/20 18:32,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Evening
4/18/20 18:35,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Evening
4/18/20 18:38,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 18:41,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
4/18/20 18:41,,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Evening
4/18/20 18:43,,Ok,"i5: Fun (e.g. drinking, games)",I have to,Evening,Inflow,Evening
4/18/20 18:45,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Evening
4/18/20 18:45,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Evening
4/18/20 18:46,,Good,b4: Creative (e.g. painting),I want to and have to,Morning,Bi-Directional,Evening
4/18/20 18:46,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 18:51,,Amazing,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Evening
4/18/20 19:00,,Ok,i4: Exercise,I want to and have to,Morning,Inflow,Evening
4/18/20 19:00,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
4/18/20 19:12,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Evening
4/18/20 19:14,,Good,"i5: Fun (e.g. drinking, games)",I have to,Morning,Inflow,Evening
4/18/20 19:16,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 19:17,,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 19:20,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Evening
4/18/20 19:30,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 19:30,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Evening
4/18/20 19:30,,Amazing,i4: Exercise,I want to,Evening,Inflow,Evening
4/18/20 19:31,,Good,"i9: Self-care (e.g. grooming, pooping)",I want to,Morning,Inflow,Evening
4/18/20 19:33,,Bad,i3: Eating and drinking,I want to,Morning,Inflow,Evening
4/18/20 19:37,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 20:01,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,,Inflow,Evening
4/18/20 20:01,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Evening
4/18/20 20:01,,Good,i4: Exercise,I want to and have to,Evening,Inflow,Evening
4/18/20 20:15,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 20:15,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 20:15,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 20:15,,Good,"b8: Romantic (e.g., date)",I want to and have to,,Bi-Directional,Evening
4/18/20 20:30,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Evening
4/18/20 20:30,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
4/18/20 20:33,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 20:36,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
4/18/20 20:39,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 20:45,,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/18/20 20:47,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/18/20 20:53,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Evening,Bi-Directional,Evening
4/18/20 21:07,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
4/18/20 21:12,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/18/20 21:15,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/18/20 21:15,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Night
4/18/20 21:15,,Amazing,i3: Eating and drinking,I have to,Evening,Inflow,Night
4/18/20 21:24,,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Night
4/18/20 21:27,,Amazing,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Night
4/18/20 21:50,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Night
4/18/20 22:15,,Good,i3: Eating and drinking,I want to,,Inflow,Night
4/18/20 22:15,,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/18/20 22:15,,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Night
4/18/20 22:15,,Good,i10: Inflow - Other,I want to,,Inflow,Night
4/18/20 22:30,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
4/18/20 22:30,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Night
4/18/20 22:33,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Night
4/18/20 22:36,,Ok,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
4/18/20 22:39,,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Night
4/18/20 22:54,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
4/18/20 23:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Night
4/18/20 23:04,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Night
4/18/20 23:04,,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,,Inflow,Night
4/18/20 23:04,,Amazing,i3: Eating and drinking,I want to,,Inflow,Night
4/18/20 23:04,,Ok,"b7: Manual work (e.g., housework)",I have to,,Bi-Directional,Night
4/18/20 23:15,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
4/18/20 23:15,,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
4/18/20 23:22,,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
4/19/20 3:04,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/19/20 3:05,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/19/20 7:24,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/19/20 7:44,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Morning,Inflow,Morning
4/19/20 7:50,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/19/20 8:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/19/20 8:00,,Amazing,"b8: Romantic (e.g., date)",I want to,Morning,Bi-Directional,Morning
4/19/20 8:07,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Morning
4/19/20 8:07,,Good,i3: Eating and drinking,I want to and have to,,Inflow,Morning
4/19/20 8:11,,Good,i3: Eating and drinking,I want to,,Inflow,Morning
4/19/20 8:15,,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/19/20 8:21,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,,Inflow,Morning
4/19/20 9:00,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/19/20 9:00,,Awful,"i8: Rest (e.g. rolling in bed, waiting)",I have to,,Inflow,Morning
4/19/20 9:03,,Bad,i10: Inflow - Other,I want to,Morning,Inflow,Morning
4/19/20 9:25,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
4/19/20 9:38,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Morning
4/19/20 9:45,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Morning
4/19/20 9:48,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Morning
4/19/20 9:48,,Good,i3: Eating and drinking,I want to,Evening,Inflow,Morning
4/19/20 9:53,,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Morning
4/19/20 10:00,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Morning
4/19/20 10:00,,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Morning
4/19/20 10:00,,Good,"b7: Manual work (e.g., housework)",I have to,Evening,Bi-Directional,Morning
4/19/20 10:00,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Morning
4/19/20 10:01,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Morning
4/19/20 10:02,,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Morning
4/19/20 10:13,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Morning
4/19/20 10:15,,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Morning
4/19/20 10:15,,Good,"b5: Intellectual (e.g. writing, coding)",of something else; I neither want to nor have to,Morning,Bi-Directional,Morning
4/19/20 10:38,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Morning
4/19/20 10:41,,Amazing,i4: Exercise,I want to and have to,Evening,Inflow,Morning
4/19/20 10:56,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to and have to,Evening,Inflow,Morning
4/19/20 10:57,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Morning,Bi-Directional,Morning
4/19/20 11:00,,Good,b4: Creative (e.g. painting),I want to and have to,Evening,Bi-Directional,Morning
4/19/20 11:05,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/19/20 11:05,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Morning
4/19/20 11:10,,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Morning
4/19/20 11:11,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Morning
4/19/20 11:15,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Morning
4/19/20 11:22,,Amazing,i4: Exercise,I want to and have to,,Inflow,Morning
4/19/20 11:24,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/19/20 11:30,,Ok,i4: Exercise,I want to,Morning,Inflow,Morning
4/19/20 11:33,,Bad,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Morning
4/19/20 11:34,,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/19/20 11:38,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/19/20 11:39,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/19/20 11:45,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Morning
4/19/20 11:45,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/19/20 11:45,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Morning
4/19/20 11:46,,Ok,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/19/20 11:46,,Amazing,i3: Eating and drinking,I want to,Evening,Inflow,Morning
4/19/20 11:47,,Ok,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Morning
4/19/20 11:47,,Good,i3: Eating and drinking,of something else; I neither want to nor have to,,Inflow,Morning
4/19/20 12:00,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Afternoon
4/19/20 12:00,,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Afternoon
4/19/20 12:02,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Afternoon
4/19/20 12:14,,Good,i3: Eating and drinking,I want to and have to,,Inflow,Afternoon
4/19/20 12:14,,Good,i3: Eating and drinking,I want to and have to,,Inflow,Afternoon
4/19/20 12:14,,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Afternoon
4/19/20 12:15,,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Afternoon
4/19/20 12:20,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
4/19/20 12:21,,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Afternoon
4/19/20 12:31,,Good,"i5: Fun (e.g. drinking, games)",I want to and have to,Morning,Inflow,Afternoon
4/19/20 12:37,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,,Inflow,Afternoon
4/19/20 12:42,,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Afternoon
4/19/20 12:43,,Ok,"b7: Manual work (e.g., housework)",I want to and have to,Evening,Bi-Directional,Afternoon
4/19/20 12:45,,Bad,"i8: Rest (e.g. rolling in bed, waiting)",I have to,,Inflow,Afternoon
4/19/20 12:46,,Good,"b9: Socializing (e.g., partying, meal)",I have to,,Bi-Directional,Afternoon
4/19/20 12:46,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to,Morning,Bi-Directional,Afternoon
4/19/20 12:49,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Evening,Bi-Directional,Afternoon
4/19/20 13:00,,Good,i3: Eating and drinking,I have to,Evening,Inflow,Afternoon
4/19/20 13:00,,Ok,"i1: Consuming art (e.g. movie, museum)",of something else; I neither want to nor have to,,Inflow,Afternoon
4/19/20 13:00,,Awful,"b2: Communication - Virtual, Social (e.g. messaging)",I want to and have to,Morning,Bi-Directional,Afternoon
4/19/20 13:16,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
4/19/20 13:17,,Good,i3: Eating and drinking,I want to,,Inflow,Afternoon
4/19/20 13:20,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
4/19/20 13:27,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/19/20 13:28,,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Afternoon
4/19/20 13:30,,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/19/20 13:31,,Good,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Afternoon
4/19/20 13:45,,Bad,i4: Exercise,I have to,Evening,Inflow,Afternoon
4/19/20 13:45,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Afternoon
4/19/20 13:46,,Bad,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
4/19/20 13:47,,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/19/20 13:48,,Ok,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Afternoon
4/19/20 13:53,,Ok,"b7: Manual work (e.g., housework)",I have to,Evening,Bi-Directional,Afternoon
4/19/20 13:55,,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Evening,Bi-Directional,Afternoon
4/19/20 14:00,,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Afternoon
4/19/20 14:04,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Afternoon
4/19/20 14:16,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I have to,Morning,Inflow,Afternoon
4/19/20 14:30,,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Afternoon
4/19/20 14:31,,Ok,"i5: Fun (e.g. drinking, games)",I want to and have to,,Inflow,Afternoon
4/19/20 14:37,,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/19/20 14:45,,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
4/19/20 14:46,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
4/19/20 14:51,,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
4/19/20 15:00,,Ok,"b5: Intellectual (e.g. writing, coding)",I want to,Morning,Bi-Directional,Afternoon
4/19/20 15:00,,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Afternoon
4/19/20 15:03,,Ok,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
4/19/20 15:11,,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I have to,Morning,Bi-Directional,Afternoon
4/19/20 15:12,,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Morning,Inflow,Afternoon
4/19/20 15:15,,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
4/19/20 15:18,,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Evening,Bi-Directional,Afternoon
4/19/20 15:30,,Ok,b4: Creative (e.g. painting),I have to,,Bi-Directional,Afternoon
4/19/20 15:30,,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Afternoon
4/19/20 15:30,,Ok,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
