Time of Record (Adjusted to Time Zone),Email,How are you feeling?,"In the last 10 min, what kind of activity were you doing?",I was doing this activity because,Morning/Evening Person,Activity type,Part of day
4/17/20 1:21 PM,0.2092499418422893,Good,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
4/17/20 1:28 PM,0.7154627748693038,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Afternoon
4/17/20 1:36 PM,0.8046453647887467,Amazing,"i7: Observation (e.g. strolling, birdwatching)",I want to,Morning,Inflow,Afternoon
4/17/20 1:43 PM,0.6616841653736802,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/17/20 1:45 PM,0.003906290489614772,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/17/20 1:45 PM,0.8262523326828731,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Afternoon
4/17/20 1:45 PM,0.07166431874897428,Amazing,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Afternoon
4/17/20 1:50 PM,0.6593225488258994,Good,i10: Inflow - Other,I want to,Evening,Inflow,Afternoon
4/17/20 1:53 PM,0.0732407481040791,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Afternoon
4/17/20 1:53 PM,0.4154004326871584,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
4/17/20 2:00 PM,0.41432378521528046,Ok,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Morning,Bi-Directional,Afternoon
4/17/20 2:03 PM,0.2620106905400832,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Afternoon
4/17/20 2:04 PM,0.8714338755110943,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Afternoon
4/17/20 2:09 PM,0.003906290489614772,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Afternoon
4/17/20 2:15 PM,0.2972751661913613,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Afternoon
4/17/20 2:24 PM,0.2092499418422893,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
4/17/20 2:30 PM,0.7782348362999689,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Morning,Bi-Directional,Afternoon
4/17/20 2:30 PM,0.29391579396123757,Bad,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
4/17/20 2:30 PM,0.7067347814443499,Good,i10: Inflow - Other,I want to,Morning,Inflow,Afternoon
4/17/20 2:45 PM,0.1891973955850632,Good,i3: Eating and drinking,I want to,Evening,Inflow,Afternoon
4/17/20 2:45 PM,0.4679025128092601,Good,"i6: Learning (e.g. reading, researching, attending lecture)",of something else; I neither want to nor have to,,Inflow,Afternoon
4/17/20 2:46 PM,0.050374096737726304,Ok,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Morning,Bi-Directional,Afternoon
4/17/20 2:47 PM,0.2681813060878999,Ok,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Afternoon
4/17/20 2:53 PM,0.003906290489614772,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Afternoon
4/17/20 2:59 PM,0.11474372029382096,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Afternoon
4/17/20 3:01 PM,0.2972751661913613,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Morning,Bi-Directional,Afternoon
4/17/20 3:02 PM,0.6013327568356811,Good,i10: Inflow - Other,I want to,,Inflow,Afternoon
4/17/20 3:05 PM,0.0732407481040791,Good,b4: Creative (e.g. painting),I have to,Morning,Bi-Directional,Afternoon
4/17/20 3:08 PM,0.7154627748693038,Ok,i4: Exercise,I want to,Morning,Inflow,Afternoon
4/17/20 3:09 PM,0.6478801025509782,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Afternoon
4/17/20 3:30 PM,0.003906290489614772,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/17/20 3:31 PM,0.5230119531266414,Good,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Afternoon
4/17/20 3:31 PM,0.7116742748513436,Good,i4: Exercise,I want to,,Inflow,Afternoon
4/17/20 3:35 PM,0.8695821654152704,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Afternoon
4/17/20 3:38 PM,0.33879887216117854,Bad,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
4/17/20 3:48 PM,0.41432378521528046,Good,i4: Exercise,I want to,Morning,Inflow,Afternoon
4/17/20 3:56 PM,0.011015262917951851,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Afternoon
4/17/20 4:01 PM,0.2972751661913613,Amazing,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Afternoon
4/17/20 4:02 PM,0.6593225488258994,Good,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Afternoon
4/17/20 4:02 PM,0.2620106905400832,Good,i4: Exercise,I want to,Evening,Inflow,Afternoon
4/17/20 4:04 PM,0.21399290811170335,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I have to,Evening,Bi-Directional,Afternoon
4/17/20 4:15 PM,0.6737788102981581,Ok,i3: Eating and drinking,I want to,Morning,Inflow,Afternoon
4/17/20 4:17 PM,0.07166431874897428,Amazing,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Afternoon
4/17/20 4:23 PM,0.2092499418422893,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Afternoon
4/17/20 4:30 PM,0.003906290489614772,Bad,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Evening,Inflow,Afternoon
4/17/20 4:30 PM,0.7067347814443499,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Afternoon
4/17/20 4:31 PM,0.4679025128092601,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Afternoon
4/17/20 4:35 PM,0.41434933550599706,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,,Inflow,Afternoon
4/17/20 4:36 PM,0.3876441835000579,Good,"b5: Intellectual (e.g. writing, coding)",I want to,,Bi-Directional,Afternoon
4/17/20 4:39 PM,0.6478801025509782,Ok,"b6: Logistical (e.g. planning, commuting, errands)",I want to and have to,Evening,Bi-Directional,Afternoon
4/17/20 4:46 PM,0.8046453647887467,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Afternoon
4/17/20 4:46 PM,0.11474372029382096,Bad,"b5: Intellectual (e.g. writing, coding)",I have to,,Bi-Directional,Afternoon
4/17/20 4:47 PM,0.8046453647887467,Good,"b7: Manual work (e.g., housework)",I want to and have to,Morning,Bi-Directional,Afternoon
4/17/20 4:54 PM,0.8902515255079483,Good,b4: Creative (e.g. painting),I want to,Morning,Bi-Directional,Afternoon
4/17/20 5:00 PM,0.1891973955850632,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
4/17/20 5:06 PM,0.8902515255079483,Good,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Evening
4/17/20 5:12 PM,0.7154627748693038,Ok,b11: Bi-directional - Other,I want to and have to,Morning,Bi-Directional,Evening
4/17/20 5:13 PM,0.7219458495767971,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Evening
4/17/20 5:15 PM,0.7219458495767971,Good,"b5: Intellectual (e.g. writing, coding)",I want to,Evening,Bi-Directional,Evening
4/17/20 5:22 PM,0.2092499418422893,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/17/20 5:24 PM,0.0732407481040791,Ok,"i9: Self-care (e.g. grooming, pooping)",I have to,Morning,Inflow,Evening
4/17/20 5:27 PM,0.2972751661913613,Amazing,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Evening
4/17/20 5:30 PM,0.003906290489614772,Ok,"b3: Collaboration (e.g. meeting, appointment)",I have to,Evening,Bi-Directional,Evening
4/17/20 5:30 PM,0.6616841653736802,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/17/20 5:31 PM,0.07166431874897428,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
4/17/20 5:45 PM,0.33879887216117854,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/17/20 5:51 PM,0.4782825663491381,Ok,i4: Exercise,I want to,,Inflow,Evening
4/17/20 5:53 PM,0.7259792119135012,Amazing,b4: Creative (e.g. painting),I want to,,Bi-Directional,Evening
4/17/20 6:00 PM,0.0732407481040791,Good,"b2: Communication - Virtual, Social (e.g. messaging)",of something else; I neither want to nor have to,Morning,Bi-Directional,Evening
4/17/20 6:00 PM,0.2620106905400832,Ok,"i7: Observation (e.g. strolling, birdwatching)",I want to,Evening,Inflow,Evening
4/17/20 6:03 PM,0.18749150776964763,Ok,"i6: Learning (e.g. reading, researching, attending lecture)",I have to,Evening,Inflow,Evening
4/17/20 6:05 PM,0.8714338755110943,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Evening
4/17/20 6:10 PM,0.4154004326871584,Amazing,i3: Eating and drinking,I want to,Evening,Inflow,Evening
4/17/20 6:12 PM,0.21399290811170335,Good,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Evening
4/17/20 6:14 PM,0.2972751661913613,Amazing,"b9: Socializing (e.g., partying, meal)",I want to and have to,Morning,Bi-Directional,Evening
4/17/20 6:15 PM,0.7259792119135012,Good,"i1: Consuming art (e.g. movie, museum)",I want to,,Inflow,Evening
4/17/20 6:17 PM,0.7067347814443499,Good,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Evening
4/17/20 6:31 PM,0.6478801025509782,Good,i3: Eating and drinking,I want to,Evening,Inflow,Evening
4/17/20 6:34 PM,0.003906290489614772,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
4/17/20 6:41 PM,0.4679025128092601,Good,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Evening
4/17/20 6:47 PM,0.29391579396123757,Good,"b3: Collaboration (e.g. meeting, appointment)",I want to,Evening,Bi-Directional,Evening
4/17/20 6:49 PM,0.5230119531266414,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Morning,Inflow,Evening
4/17/20 6:50 PM,0.2681813060878999,Good,b4: Creative (e.g. painting),I want to,,Bi-Directional,Evening
4/17/20 7:00 PM,0.7782348362999689,Good,"i7: Observation (e.g. strolling, birdwatching)",I want to,Morning,Inflow,Evening
4/17/20 7:01 PM,0.7219458495767971,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Evening
4/17/20 7:15 PM,0.41432378521528046,Good,"b2: Communication - Virtual, Social (e.g. messaging)",of something else; I neither want to nor have to,Morning,Bi-Directional,Evening
4/17/20 7:18 PM,0.7116742748513436,Good,i4: Exercise,I want to,,Inflow,Evening
4/17/20 7:18 PM,0.7116742748513436,Good,i3: Eating and drinking,I want to and have to,,Inflow,Evening
4/17/20 7:21 PM,0.003906290489614772,Ok,b11: Bi-directional - Other,I want to and have to,Evening,Bi-Directional,Evening
4/17/20 7:30 PM,0.07166431874897428,Good,"b7: Manual work (e.g., housework)",I have to,Evening,Bi-Directional,Evening
4/17/20 7:49 PM,0.8695821654152704,Ok,"i2: Exploratory (e.g. internet search, fb)",of something else; I neither want to nor have to,Evening,Inflow,Evening
4/17/20 7:53 PM,0.21399290811170335,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,Evening,Bi-Directional,Evening
4/17/20 7:56 PM,0.8046453647887467,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Evening
4/17/20 7:58 PM,0.10146061850548371,Ok,"i1: Consuming art (e.g. movie, museum)",I want to and have to,Evening,Inflow,Evening
4/17/20 8:00 PM,0.6593225488258994,Amazing,b4: Creative (e.g. painting),I want to,Evening,Bi-Directional,Evening
4/17/20 8:09 PM,0.2972751661913613,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Evening
4/17/20 8:15 PM,0.4679025128092601,Ok,"i1: Consuming art (e.g. movie, museum)",of something else; I neither want to nor have to,,Inflow,Evening
4/17/20 8:15 PM,0.003906290489614772,Ok,"b5: Intellectual (e.g. writing, coding)",I have to,Evening,Bi-Directional,Evening
4/17/20 8:15 PM,0.7067347814443499,Amazing,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Evening
4/17/20 8:16 PM,0.7154627748693038,Good,"i6: Learning (e.g. reading, researching, attending lecture)",I want to,Morning,Inflow,Evening
4/17/20 8:21 PM,0.41434933550599706,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Evening
4/17/20 8:22 PM,0.07987691256179696,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,,Bi-Directional,Evening
4/17/20 8:32 PM,0.6478801025509782,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Evening
4/17/20 8:37 PM,0.7219458495767971,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Evening
4/17/20 8:37 PM,0.2092499418422893,Amazing,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Evening
4/17/20 8:43 PM,0.7259792119135012,Ok,"i5: Fun (e.g. drinking, games)",I want to,,Inflow,Evening
4/17/20 8:49 PM,0.8902515255079483,Good,"b5: Intellectual (e.g. writing, coding)",of something else; I neither want to nor have to,Morning,Bi-Directional,Evening
4/17/20 9:01 PM,0.21399290811170335,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Night
4/17/20 9:03 PM,0.7219458495767971,Ok,"i9: Self-care (e.g. grooming, pooping)",I have to,Evening,Inflow,Night
4/17/20 9:04 PM,0.8046453647887467,Good,"i5: Fun (e.g. drinking, games)",I want to,Morning,Inflow,Night
4/17/20 9:09 PM,0.4154004326871584,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
4/17/20 9:15 PM,0.003906290489614772,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
4/17/20 9:16 PM,0.6418846738228277,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,,Inflow,Night
4/17/20 9:23 PM,0.8262523326828731,Amazing,"i9: Self-care (e.g. grooming, pooping)",I want to,Evening,Inflow,Night
4/17/20 9:37 PM,0.1891973955850632,Good,i3: Eating and drinking,I want to,Evening,Inflow,Night
4/17/20 9:45 PM,0.6616841653736802,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/17/20 10:00 PM,0.2620106905400832,Ok,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
4/17/20 10:00 PM,0.21399290811170335,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/17/20 10:15 PM,0.4679025128092601,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to,,Bi-Directional,Night
4/17/20 10:45 PM,0.25970807074888325,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/17/20 11:00 PM,0.29391579396123757,Awful,"b2: Communication - Virtual, Social (e.g. messaging)",I have to,Evening,Bi-Directional,Night
4/17/20 11:09 PM,0.2681813060878999,Good,i3: Eating and drinking,I want to,,Inflow,Night
4/17/20 11:13 PM,0.07166431874897428,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to and have to,Evening,Bi-Directional,Night
4/17/20 11:20 PM,0.2092499418422893,Good,"i5: Fun (e.g. drinking, games)",I want to,Evening,Inflow,Night
4/17/20 11:20 PM,0.1891973955850632,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Night
4/17/20 11:47 PM,0.1891973955850632,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
4/17/20 11:48 PM,0.21399290811170335,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Evening,Bi-Directional,Night
4/17/20 11:57 PM,0.18749150776964763,Amazing,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/17/20 11:57 PM,0.8262523326828731,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Evening,Inflow,Night
4/18/20 7:50 AM,0.056777490296152755,Good,i3: Eating and drinking,I want to,,Inflow,Morning
4/18/20 7:51 AM,0.056777490296152755,Ok,"b7: Manual work (e.g., housework)",I have to,,Bi-Directional,Morning
4/18/20 7:56 AM,0.050374096737726304,Good,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/18/20 8:00 AM,0.41432378521528046,Amazing,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/18/20 8:00 AM,0.7067347814443499,Ok,"i8: Rest (e.g. rolling in bed, waiting)",of something else; I neither want to nor have to,Morning,Inflow,Morning
4/18/20 8:01 AM,0.7219458495767971,Good,"b9: Socializing (e.g., partying, meal)",I want to,Evening,Bi-Directional,Morning
4/18/20 8:01 AM,0.7259792119135012,Amazing,"b8: Romantic (e.g., date)",I want to,,Bi-Directional,Morning
4/18/20 8:01 AM,0.8695821654152704,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
4/18/20 8:03 AM,0.7154627748693038,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/18/20 8:15 AM,0.21399290811170335,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Morning
4/18/20 8:24 AM,0.41432378521528046,Good,"b2: Communication - Virtual, Social (e.g. messaging)",I want to,Morning,Bi-Directional,Morning
4/18/20 8:42 AM,0.7219458495767971,Good,i3: Eating and drinking,I want to and have to,Evening,Inflow,Morning
4/18/20 8:46 AM,0.2092499418422893,Amazing,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/18/20 9:00 AM,0.5230119531266414,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/18/20 9:01 AM,0.7154627748693038,Good,"b5: Intellectual (e.g. writing, coding)",I want to and have to,Morning,Bi-Directional,Morning
4/18/20 9:05 AM,0.4154004326871584,Good,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Evening,Inflow,Morning
4/18/20 9:11 AM,0.7219458495767971,Good,"b7: Manual work (e.g., housework)",I want to and have to,Evening,Bi-Directional,Morning
4/18/20 9:12 AM,0.8046453647887467,Ok,i3: Eating and drinking,I want to and have to,Morning,Inflow,Morning
4/18/20 9:12 AM,0.6737788102981581,Good,"b5: Intellectual (e.g. writing, coding)",I have to,Morning,Bi-Directional,Morning
4/18/20 9:15 AM,0.3876441835000579,Good,"i9: Self-care (e.g. grooming, pooping)",I have to,,Inflow,Morning
4/18/20 9:19 AM,0.8902515255079483,Ok,"i9: Self-care (e.g. grooming, pooping)",I want to and have to,Morning,Inflow,Morning
4/18/20 9:20 AM,0.011015262917951851,Bad,"b3: Collaboration (e.g. meeting, appointment)",I want to and have to,Evening,Bi-Directional,Morning
4/18/20 9:45 AM,0.21399290811170335,Good,"b1: Communication - Virtual, Collaborative (e.g. emailing)",I want to and have to,Evening,Bi-Directional,Morning
4/18/20 9:45 AM,0.7259792119135012,Ok,"i1: Consuming art (e.g. movie, museum)",I want to and have to,,Inflow,Morning
4/18/20 9:45 AM,0.7067347814443499,Good,"i1: Consuming art (e.g. movie, museum)",I want to,Morning,Inflow,Morning
4/18/20 9:47 AM,0.41432378521528046,Ok,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Morning,Inflow,Morning
4/18/20 10:00 AM,0.2620106905400832,Good,"i8: Rest (e.g. rolling in bed, waiting)",I want to,Evening,Inflow,Morning
4/18/20 10:00 AM,0.6593225488258994,Ok,"i2: Exploratory (e.g. internet search, fb)",I want to,Evening,Inflow,Morning
